630,Reference
-0.02922681970972,0
-0.064548698620598,0
-0.1014784649107269,0
-0.1383245249667055,0
-0.1744210680239035,0
-0.2095216486111866,0
-0.2435593943764047,0
-0.2765456163698303,0
-0.3085250334598015,0
-0.3395553602302215,0
-0.3696978107299458,0
-0.399012667457356,0
-0.4275572731118728,0
-0.4553852091892736,0
-0.4825460640396386,0
-0.5090854928175474,0
-0.5350454172236709,0
-0.5604642857959448,0
-0.5853773531026576,0
-0.6098169561072808,0
-0.6338127767557609,0
-0.657392085755788,0
-0.6805799657792164,0
-0.7033995140978817,0
-0.7258720255996138,0
-0.7480171575853802,0
-0.769853077926669,0
-0.7913965981842352,0
-0.8126632932259668,0
-0.8336676087754427,0
-0.8544229581974179,0
-0.8749418096977308,0
-0.8952357649896641,0
-0.9153156303617892,0
-0.9351914809754618,0
-0.9548727191240688,0
-0.9743681271001208,0
-0.9936859152408316,0
-1.0128337656558273,0
-1.0318188720820416,0
-1.0506479762595973,0
-1.0693274011772331,0
-1.0878630814965788,0
-1.106260591429958,0
-1.1245251703160903,0
-1.1426617461114716,0
-1.1606749569918977,0
-1.178569171237868,0
-1.1963485055597118,0
-1.2140168420019108,0
-1.2315778435522589,0
-1.2490349685686937,0
-1.266391484125677,0
-1.2836504783718254,0
-1.3008148719820696,0
-1.3178874287791589,0
-1.3348707655930525,0
-1.3517673614195471,0
-1.368579565934695,0
-1.3853096074159057,0
-1.4019596001162853,0
-1.4185315511347198,0
-1.4350273668203926,0
-1.4514488587470709,0
-1.4677977492897014,0
-1.4840756768327878,0
-1.5002842006378216,0
-1.516424805394735,0
-1.5324989054800824,0
-1.5485078489432595,0
-1.5644529212398623,0
-1.5803353487301737,0
-1.5961563019591694,0
-1.611916898733071,0
-1.6276182070066056,0
-1.6432612475937276,0
-1.6588469967138195,0
-1.6743763883843883,0
-1.6898503166704302,0
-1.7052696378000718,0
-1.7206351721550135,0
-1.7359477061442163,0
-1.7512079939680945,0
-1.7664167592804745,0
-1.7815746967546886,0
-1.796682473559855,0
-1.8117407307531863,0
-1.8267500845933144,0
-1.8417111277796463,0
-1.8566244306224464,0
-1.871490542147626,0
-1.8863099911403796,0
-1.901083287131428,0
-1.91581092132914,0
-1.9304933675009155,0
-1.945131082806796,0
-1.959724508588181,0
-1.9742740711141948,0
-1.9887801822882665,0
-2.003243240317232,0
-2.017663630345112,0
-2.0320417250535456,0
-2.0463778852309678,0
-2.060672460312105,0
-2.074925788889587,0
-2.089138199199283,0
-2.1033100095807384,0
-2.1174415289141706,0
-2.1315330570353552,0
-2.145584885129552,0
-2.159597296105716,0
-2.1735705649520014,0
-2.187504959073621,0
-2.201400738614012,0
-2.215258156760271,0
-2.2290774600335794,0
-2.2428588885655785,0
-2.256602676361311,0
-2.2703090515495603,0
-2.2839782366211523,0
-2.297610448655988,0
-2.311205899539246,0
-2.3247647961674147,0
-2.338287340644712,0
-2.351773730470299,0
-2.3652241587168703,0
-2.37863881420094,0
-2.392017881645387,0
-2.4053615418345515,0
-2.418669971762313,0
-2.431943344773501,0
-2.445181830698957,0
-2.458385595984552,0
-2.471554803814527,0
-2.484689614229396,0
-2.497790184238667,0
-2.510856667928607,0
-2.523889216565479,0
-2.536887978694182,0
-2.5498531002327525,0
-2.562784724562832,0
-2.5756829926163363,0
-2.588548042958422,0
-2.601380011867022,0
-2.6141790334091155,0
-2.626945239513788,0
-2.6396787600423157,0
-2.652379722855443,0
-2.665048253877828,0
-2.6776844771600423,0
-2.690288514937947,0
-2.70286048768979,0
-2.715400514191046,0
-2.727908711567068,0
-2.74038519534372,0
-2.752830079496036,0
-2.765243476494988,0
-2.7776254973524885,0
-2.789976251664669,0
-2.8022958476535536,0
-2.814584392207095,0
-2.826841990917813,0
-2.8390687481199137,0
-2.8512647669251123,0
-2.8634301492570984,0
-2.8755649958847584,0
-2.887669406454222,0
-2.8997434795196995,0
-2.911787312573296,0
-2.9238010020737306,0
-2.935784643474008,0
-2.9477383312482037,0
-2.959662158917212,0
-2.971556219073733,0
-2.983420603406273,0
-2.9952554027223925,0
-3.0070607069711883,0
-3.018836605264937,0
-3.0305831859000847,0
-3.0423005363775246,0
-3.0539887434221527,0
-3.0656478930018523,0
-3.077278070345784,0
-3.0888793599621778,0
-3.100451845655428,0
-3.111995610542735,0
-3.1235107370701485,0
-3.134997307028172,0
-3.146455401566812,0
-3.1578851012101694,0
-3.1692864858706145,0
-3.1806596348624367,0
-3.192004626915164,0
-3.2033215401864226,0
-3.214610452274428,0
-3.225871440230037,0
-3.237104580568513,0
-3.248309949280923,0
-3.259487621845139,0
-3.270637673236564,0
-3.281760177938537,0
-3.292855209952364,0
-3.3039228428071823,0
-3.3149631495694365,0
-3.3259762028520754,0
-3.3369620748235604,0
-3.3479208372165346,0
-3.3588525613363203,0
-3.369757318069091,0
-3.3806351778898858,0
-3.391486210870326,0
-3.4023104866862184,0
-3.413108074624816,0
-3.423879043592009,0
-3.434623462119191,0
-3.445341398370047,0
-3.4560329201470807,0
-3.4666980948979784,0
-3.4773369897218487,0
-3.487949671375219,0
-3.4985362062779046,0
-3.5090966605187788,0
-3.5196310998612432,0
-3.5301395897487,0
-3.5406221953098367,0
-3.551078981363716,0
-3.561510012424762,0
-3.571915352707677,0
-3.582295066132133,0
-3.592649216327416,0
-3.60297786663692,0
-3.613281080122519,0
-3.623558919568808,0
-3.633811447487332,0
-3.644038726120584,0
-3.654240817445981,0
-3.664417783179687,0
-3.674569684780423,0
-3.684696583453075,0
-3.6947985401523056,0
-3.704875615585991,0
-3.7149278702186592,0
-3.724955364274805,0
-3.734958157742057,0
-3.744936310374413,0
-3.754889881695277,0
-3.7648189310004634,0
-3.7747235173611102,0
-3.784603699626558,0
-3.794459536427169,0
-3.804291086176988,0
-3.814098407076429,0
-3.823881557114916,0
-3.83364059407333,0
-3.8433755755265793,0
-3.853086558845945,0
-3.862773601201496,0
-3.872436759564352,0
-3.8820760907089777,0
-3.8916916512153534,0
-3.901283497471155,0
-3.910851685673833,0
-3.9203962718326864,0
-3.929917311770865,0
-3.939414861127332,0
-3.9488889753587983,0
-3.95833970974158,0
-3.967767119373434,0
-3.977171259175393,0
-3.9865521838934654,0
-3.9959099481003904,0
-4.005244606197309,0
-4.0145562124153855,0
-4.023844820817487,0
-4.033110485299659,0
-4.04235325959273,0
-4.051573197263792,0
-4.060770351717721,0
-4.069944776198568,0
-4.07909652379098,0
-4.088225647421609,0
-4.097332199860446,0
-4.106416233722186,0
-4.1154778014674775,0
-4.124516955404232,0
-4.133533747688844,0
-4.142528230327457,0
-4.151500455177114,0
-4.160450473946966,0
-4.169378338199408,0
-4.178284099351188,0
-4.187167808674573,0
-4.196029517298356,0
-4.204869276208981,0
-4.213687136251551,0
-4.222483148130863,0
-4.231257362412407,0
-4.240009829523345,0
-4.248740599753475,0
-4.257449723256215,0
-4.266137250049468,0
-4.274803230016588,0
-4.283447712907247,0
-4.292070748338304,0
-4.300672385794712,0
-4.309252674630329,0
-4.317811664068742,0
-4.326349403204105,0
-4.334865941001937,0
-4.343361326299913,0
-4.351835607808638,0
-4.3602888341123816,0
-4.368721053669859,0
-4.377132314814958,0
-4.385522665757435,0
-4.393892154583668,0
-4.402240829257337,0
-4.410568737620068,0
-4.418875927392193,0
-4.427162446173327,0
-4.435428341443085,0
-4.443673660561672,0
-4.451898450770571,0
-4.460102759193106,0
-4.468286632835117,0
-4.47645011858549,0
-4.484593263216823,0
-4.492716113385953,0
-4.500818715634551,0
-4.508901116389694,0
-4.516963361964429,0
-4.525005498558301,0
-4.533027572257893,0
-4.541029629037368,0
-4.549011714759018,0
-4.556973875173739,0
-4.564916155921566,0
-4.572838602532173,0
-4.5807412604253415,0
-4.5886241749115015,0
-4.596487391192184,0
-4.604330954360464,0
-4.612154909401497,0
-4.619959301192921,0
-4.627744174505338,0
-4.635509574002796,0
-4.643255544243161,0
-4.65098212967861,0
-4.658689374656049,0
-4.666377323417535,0
-4.674046020100704,0
-4.681695508739182,0
-4.689325833262998,0
-4.696937037498998,0
-4.7045291651712375,0
-4.712102259901371,0
-4.719656365209062,0
-4.7271915245123495,0
-4.734707781128051,0
-4.742205178272116,0
-4.749683759060034,0
-4.757143566507153,0
-4.764584643529105,0
-4.772007032942113,0
-4.779410777463383,0
-4.786795919711452,0
-4.794162502206504,0
-4.801510567370769,0
-4.80884015752882,0
-4.816151314907941,0
-4.823444081638442,0
-4.830718499754013,0
-4.83797461119201,0
-4.845212457793821,0
-4.852432081305167,0
-4.859633523376431,0
-4.866816825562964,0
-4.873982029325404,0
-4.881129176029987,0
-4.888258306948828,0
-4.895369463260252,0
-4.902462686049091,0
-4.909538016306982,0
-4.916595494932636,0
-4.923635162732168,0
-4.93065706041935,0
-4.937661228615937,0
-4.944647707851928,0
-4.951616538565844,0
-4.958567761105016,0
-4.965501415725868,0
-4.972417542594172,0
-4.979316181785364,0
-4.986197373284739,0
-4.993061156987821,0
-4.999907572700522,0
-5.006736660139481,0
-5.01354845893232,0
-5.020343008617843,0
-5.027120348646392,0
-5.033880518380002,0
-5.040623557092715,0
-5.047349503970835,0
-5.054058398113142,0
-5.060750278531174,0
-5.067425184149471,0
-5.074083153805773,0
-5.080724226251348,0
-5.087348440151132,0
-5.093955834084071,0
-5.100546446543291,0
-5.107120315936356,0
-5.113677480585508,0
-5.120217978727879,0
-5.126741848515749,0
-5.133249128016757,0
-5.13973985521416,0
-5.146214068007012,0
-5.152671804210442,0
-5.159113101555846,0
-5.165537997691118,0
-5.171946530180875,0
-5.17833873650666,0
-5.184714654067207,0
-5.1910743201786005,0
-5.19741777207453,0
-5.203745046906519,0
-5.210056181744079,0
-5.216351213574981,0
-5.22263017930544,0
-5.228893115760343,0
-5.235140059683445,0
-5.241371047737559,0
-5.247586116504806,0
-5.253785302486804,0
-5.259968642104852,0
-5.266136171700168,0
-5.272287927534052,0
-5.27842394578812,0
-5.284544262564495,0
-5.290648913886017,0
-5.296737935696427,0
-5.302811363860556,0
-5.308869234164547,0
-5.314911582316029,0
-5.320938443944343,0
-5.326949854600684,0
-5.33294584975836,0
-5.338926464812914,0
-5.344891735082371,0
-5.350841695807404,0
-5.356776382151523,0
-5.362695829201272,0
-5.368600071966412,0
-5.374489145380096,0
-5.380363084299077,0
-5.386221923503896,0
-5.392065697699024,0
-5.397894441513088,0
-5.403708189499056,0
-5.409506976134381,0
-5.41529083582121,0
-5.421059802886575,0
-5.426813911582528,0
-5.432553196086388,0
-5.438277690500854,0
-5.4439874288542,0
-5.449682445100478,0
-5.455362773119688,0
-5.461028446717904,0
-5.466679499627531,0
-5.472315965507391,0
-5.477937877942978,0
-5.483545270446555,0
-5.489138176457388,0
-5.494716629341895,0
-5.500280662393791,0
-5.505830308834305,0
-5.511365601812301,0
-5.516886574404495,0
-5.522393259615583,0
-5.527885690378426,0
-5.533363899554232,0
-5.538827919932672,0
-5.544277784232094,0
-5.5497135250996905,0
-5.555135175111616,0
-5.560542766773196,0
-5.5659363325190725,0
-5.571315904713359,0
-5.57668151564981,0
-5.582033197552008,0
-5.587370982573475,0
-5.592694902797874,0
-5.598004990239133,0
-5.603301276841648,0
-5.608583794480396,0
-5.613852574961129,0
-5.619107650020524,0
-5.6243490513263055,0
-5.62957681047746,0
-5.634790959004349,0
-5.639991528368881,0
-5.645178549964655,0
-5.650352055117139,0
-5.655512075083792,0
-5.660658641054255,0
-5.665791784150471,0
-5.670911535426839,0
-5.676017925870383,0
-5.681110986400924,0
-5.686190747871166,0
-5.691257241066907,0
-5.696310496707156,0
-5.701350545444313,0
-5.7063774178642745,0
-5.711391144486626,0
-5.716391755764761,0
-5.721379282086033,0
-5.726353753771932,0
-5.731315201078189,0
-5.736263654194957,0
-5.7411991432469165,0
-5.746121698293464,0
-5.751031349328855,0
-5.755928126282313,0
-5.760812059018178,0
-5.765683177336115,0
-5.770541510971171,0
-5.775387089593963,0
-5.780219942810817,0
-5.785040100163911,0
-5.789847591131405,0
-5.794642445127607,0
-5.799424691503077,0
-5.804194359544809,0
-5.808951478476317,0
-5.813696077457848,0
-5.818428185586441,0
-5.823147831896151,0
-5.827855045358092,0
-5.832549854880668,0
-5.837232289309654,0
-5.84190237742834,0
-5.846560147957689,0
-5.851205629556446,0
-5.8558388508213,0
-5.860459840287007,0
-5.865068626426535,0
-5.869665237651162,0
-5.874249702310678,0
-5.878822048693465,0
-5.883382305026643,0
-5.887930499476198,0
-5.892466660147164,0
-5.896990815083683,0
-5.901502992269172,0
-5.906003219626484,0
-5.910491525017989,0
-5.914967936245716,0
-5.919432481051516,0
-5.923885187117179,0
-5.92832608206453,0
-5.93275519345562,0
-5.937172548792788,0
-5.941578175518842,0
-5.94597210101719,0
-5.95035435261191,0
-5.9547249575679615,0
-5.95908394309123,0
-5.963431336328725,0
-5.967767164368652,0
-5.972091454240598,0
-5.976404232915584,0
-5.98070552730627,0
-5.9849953642670215,0
-5.989273770594053,0
-5.993540773025586,0
-5.997796398241917,0
-6.002040672865576,0
-6.006273623461468,0
-6.010495276536943,0
-6.0147056585419705,0
-6.018904795869233,0
-6.023092714854286,0
-6.027269441775616,0
-6.031435002854835,0
-6.035589424256756,0
-6.039732732089533,0
-6.0438649524047605,0
-6.047986111197645,0
-6.052096234407074,0
-6.056195347915761,0
-6.060283477550357,0
-6.064360649081564,0
-6.068426888224295,0
-6.072482220637752,0
-6.076526671925535,0
-6.080560267635818,0
-6.08458303326141,0
-6.088594994239898,0
-6.092596175953787,0
-6.096586603730557,0
-6.100566302842836,0
-6.104535298508495,0
-6.108493615890765,0
-6.1124412800983805,0
-6.116378316185646,0
-6.120304749152581,0
-6.124220603945034,0
-6.128125905454809,0
-6.132020678519737,0
-6.135904947923876,0
-6.13977873839751,0
-6.143642074617375,0
-6.147494981206691,0
-6.151337482735329,0
-6.1551696037198695,0
-6.158991368623802,0
-6.162802801857538,0
-6.166603927778596,0
-6.170394770691672,0
-6.174175354848785,0
-6.177945704449371,0
-6.181705843640373,0
-6.185455796516408,0
-6.189195587119826,0
-6.192925239440839,0
-6.196644777417632,0
-6.200354224936476,0
-6.204053605831845,0
-6.207742943886515,0
-6.211422262831647,0
-6.215091586346958,0
-6.218750938060779,0
-6.222400341550184,0
-6.2260398203411,0
-6.229669397908396,0
-6.233289097676021,0
-6.236898943017081,0
-6.240498957253976,0
-6.244089163658472,0
-6.24766958545186,0
-6.251240245804993,0
-6.254801167838451,0
-6.258352374622618,0
-6.261893889177813,0
-6.2654257344743485,0
-6.268947933432699,0
-6.272460508923558,0
-6.275963483767953,0
-6.279456880737371,0
-6.282940722553818,0
-6.286415031889987,0
-6.289879831369305,0
-6.293335143566054,0
-6.296780991005505,0
-6.300217396163987,0
-6.30364438146897,0
-6.307061969299241,0
-6.310470181984925,0
-6.313869041807635,0
-6.317258571000579,0
-6.320638791748635,0
-6.32400972618845,0
-6.327371396408566,0
-6.330723824449521,0
-6.3340670323039205,0
-6.337401041916564,0
-6.340725875184546,0
-6.344041553957325,0
-6.347348100036868,0
-6.350645535177719,0
-6.353933881087116,0
-6.357213159425072,0
-6.360483391804479,0
-6.363744599791218,0
-6.366996804904275,0
-6.370240028615783,0
-6.373474292351162,0
-6.3766996174892085,0
-6.379916025362206,0
-6.383123537255997,0
-6.386322174410083,0
-6.389511958017749,0
-6.392692909226128,0
-6.395865049136319,0
-6.39902839880348,0
-6.402182979236912,0
-6.405328811400167,0
-6.408465916211128,0
-6.411594314542143,0
-6.414714027220072,0
-6.417825075026414,0
-6.420927478697365,0
-6.424021258923986,0
-6.427106436352219,0
-6.430183031583013,0
-6.4332510651724135,0
-6.4363105576316855,0
-6.439361529427373,0
-6.442404000981384,0
-6.445437992671117,0
-6.448463524829521,0
-6.451480617745233,0
-6.454489291662625,0
-6.457489566781916,0
-6.460481463259271,0
-6.46346500120687,0
-6.466440200693029,0
-6.469407081742247,0
-6.472365664335371,0
-6.4753159684096175,0
-6.478258013858678,0
-6.4811918205328425,0
-6.484117408239058,0
-6.487034796741042,0
-6.489944005759327,0
-6.492845054971426,0
-6.495737964011852,0
-6.4986227524722295,0
-6.5014994399014086,0
-6.504368045805521,0
-6.507228589648079,0
-6.510081090850093,0
-6.512925568790109,0
-6.515762042804326,0
-6.518590532186693,0
-6.521411056188981,0
-6.524223634020856,0
-6.5270282848500045,0
